Coluna;Ano
Município;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;Total
Mg-Conceicao das Alagoas;64;52;35;67;101;63;78;58;61;75;81;87;13;41;45;31;60;45;31;18;1106
Mg-Conceicao de Ipanema;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3
Mg-Conceicao do Mato Dentro;827;1105;810;1767;46;9;1482;856;1736;1127;775;714;387;369;5;4;3;3;21;180;12226
Mg-Conceicao do Para;3;5;3;3;5;6;15;20;7;27;33;42;42;69;3;19;7;0;7;12;328
Mg-Conceicao do Rio Verde;76;59;73;4;16;7;19;24;8;4;11;24;11;15;7;18;7;15;11;48;457
Mg-Conceicao dos Ouros;20;14;17;6;21;17;19;14;14;21;21;22;23;10;2;3;7;4;0;2;257
Mg-Conego Marinho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
Mg-Confins;59;62;59;133;174;168;116;68;422;238;223;40;16;24;14;7;0;8;24;34;1889
Mg-Congonhal;20;25;38;30;31;21;18;17;16;18;17;29;4;2;0;0;0;0;1;8;295
Mg-Congonhas;886;717;671;1516;898;489;997;640;623;855;1306;1371;1313;2134;1754;617;771;401;372;383;18714
Mg-Congonhas do Norte;0;3;1;2;0;3;13;6;0;11;4;1;16;0;0;0;0;0;0;0;60
Mg-Conquista;21;3;6;11;5;4;4;8;27;22;0;15;5;2;1;2;4;1;4;2;147
Mg-Conselheiro Lafaiete;932;662;622;512;585;782;841;968;1107;1030;895;801;477;479;457;351;326;317;224;240;12608
Mg-Conselheiro Pena;18;5;14;15;12;14;24;10;7;10;26;28;19;17;6;11;12;9;2;0;259
Mg-Consolacao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Contagem;8355;8147;7025;5594;6895;7406;9028;9131;12679;12116;10753;11045;11426;9321;7884;7572;5989;5069;5051;4655;165141
Mg-Coqueiral;9;10;5;4;0;0;1;1;0;29;13;10;6;12;2;5;0;10;0;0;117
Mg-Coracao de Jesus;30;30;30;26;13;10;6;4;8;10;3;59;460;4;0;0;53;3;1;2;752
Mg-Cordisburgo;4;6;10;26;69;14;6;2;11;3;3;11;19;77;40;3;0;1;2;0;307
Mg-Cordislandia;0;1;0;0;0;0;1;0;0;0;0;28;34;0;0;0;0;0;0;0;64
Mg-Corinto;27;14;23;21;88;38;42;52;31;33;63;91;5;5;4;17;12;11;3;4;584
Mg-Coroaci;0;0;0;0;0;0;0;0;0;0;13;8;67;0;0;0;3;5;0;2;98
Mg-Coromandel;167;179;176;126;175;202;270;233;258;209;243;222;247;99;94;142;130;93;70;91;3426
Mg-Coronel Fabriciano;631;740;869;692;544;703;784;785;1385;1456;1607;849;663;531;568;553;592;276;249;446;14923
Mg-Coronel Murta;17;17;10;20;7;8;8;10;17;14;14;21;2;2;0;0;0;1;0;0;168
Mg-Coronel Pacheco;8;7;5;5;0;0;1;1;6;12;0;2;2;9;21;3;7;3;2;0;94
Mg-Coronel Xavier Chaves;55;51;11;11;10;10;10;13;15;28;25;36;3;3;5;1;1;0;0;0;288
Mg-Corrego Danta;0;0;0;0;0;0;2;7;2;2;0;0;0;0;0;0;0;0;10;0;23
Mg-Corrego do Bom Jesus;0;0;4;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;9
Mg-Corrego Fundo;17;9;6;13;5;9;15;21;15;8;8;6;0;4;0;7;8;19;15;16;201
Mg-Corrego Novo;25;1;19;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;57
Mg-Couto de Magalhaes de Minas;5;0;5;4;12;21;21;33;24;35;44;59;24;4;14;0;0;157;175;202;839
Mg-Crisolita;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;10
Mg-Cristais;5;9;9;16;9;12;38;12;10;24;21;26;21;23;21;14;16;12;7;10;315
Mg-Cristalia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;80;0;0;88
Mg-Cristiano Otoni;44;24;15;14;13;19;15;11;8;7;24;33;34;15;13;9;10;15;9;6;338
Mg-Cristina;5;0;8;3;1;6;8;2;5;3;6;5;4;0;0;3;0;0;2;0;61
Mg-Crucilandia;8;13;9;8;7;8;8;17;8;0;0;0;3;2;0;0;0;0;0;0;91
Mg-Cruzeiro da Fortaleza;8;8;7;9;10;11;11;12;7;10;20;16;51;10;10;4;7;0;0;0;211
Mg-Cruzilia;41;20;29;22;32;56;71;108;86;59;41;32;99;57;46;17;17;19;12;16;880
Mg-Cuparaque;0;0;0;0;0;1;47;32;45;191;84;12;7;0;0;0;0;0;0;0;419
Mg-Curral de Dentro;0;0;0;0;0;1;1;1;0;9;0;0;0;0;0;0;0;0;0;0;12
Mg-Curvelo;828;548;545;512;347;428;542;527;644;536;698;691;993;513;1209;407;207;132;48;186;10541
Mg-Datas;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;6
Mg-Delfim Moreira;18;3;7;14;7;7;11;20;9;11;34;2;2;0;1;64;0;4;0;0;214
Mg-Delfinopolis;3;4;4;16;19;12;24;26;16;16;11;4;0;0;0;2;0;0;0;0;157
Mg-Delta;9;7;48;8;53;53;30;17;27;31;3;33;11;46;55;96;2;1;0;23;553
Mg-Descoberto;3;3;0;0;0;0;0;1;1;1;7;13;7;2;2;2;2;5;1;0;50
Mg-Desterro de Entre Rios;5;7;0;5;12;9;10;7;9;5;5;0;0;0;0;0;0;1;0;0;75
Mg-Desterro do Melo;0;0;0;0;0;2;12;8;4;0;2;2;51;44;16;62;37;28;0;0;268
Mg-Diamantina;259;289;158;185;339;376;407;331;289;273;299;424;608;196;90;134;94;67;89;36;4943
Mg-Diogo de Vasconcelos;1;2;2;2;6;3;3;2;10;0;0;0;2;0;0;0;3;1;3;0;40
Mg-Dionisio;15;19;34;15;9;12;19;35;30;14;0;0;0;7;8;5;39;12;3;0;276
Mg-Divinesia;56;22;31;38;41;19;20;15;2;1;0;2;1;0;2;11;32;34;0;0;327
Mg-Divino;36;20;17;34;22;23;17;126;88;37;18;12;28;6;12;3;12;2;13;10;536
Mg-Divino das Laranjeiras;3;4;15;24;11;9;9;0;5;2;0;0;0;0;0;0;0;0;0;6;88
Mg-Divinolandia de Minas;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;87
Mg-Divinopolis;1777;1533;1779;2243;2080;2174;2654;2608;2403;2469;2316;1874;1682;1447;1460;1394;1639;1654;1555;1599;38340
Mg-Divisa Alegre;0;0;0;1;5;0;0;11;8;12;0;0;4;0;0;13;0;0;0;2;56
Mg-Divisa Nova;1;0;4;5;14;16;9;3;0;4;0;0;3;0;0;0;0;1;0;0;60
Mg-Divisopolis;0;0;0;0;6;0;0;0;4;0;1;2;20;101;0;2;0;0;3;1;140
Mg-Dom Bosco;2;0;0;0;0;0;0;0;0;0;7;10;27;8;3;0;0;0;0;0;57
Mg-Dom Cavati;8;2;2;0;0;0;1;9;5;3;5;9;6;2;2;1;1;0;1;0;57
Mg-Dom Joaquim;0;1;3;0;0;0;1;55;0;0;0;84;39;66;47;0;0;0;36;0;332
Mg-Dom Silverio;0;2;2;6;2;4;3;3;13;14;13;14;10;12;7;4;5;5;8;7;134
Mg-Dom Vicoso;1;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6
Mg-Dona Eusebia;0;2;25;15;5;0;0;1;1;0;2;0;0;0;2;7;0;0;4;0;64
Mg-Dores de Campos;33;26;38;23;34;34;43;26;25;24;20;2;14;22;26;14;21;16;22;28;491
Mg-Dores de Guanhaes;0;0;0;64;73;39;6;5;484;0;0;0;3;74;138;228;3;0;0;0;1117
Mg-Dores do Indaia;47;29;40;45;43;30;43;41;56;44;43;42;41;17;25;23;26;29;48;31;743
Mg-Dores do Turvo;3;0;1;0;0;0;0;2;3;4;5;0;0;1;0;1;2;5;0;0;27
Mg-Doresopolis;4;0;1;6;2;1;0;0;0;18;0;0;0;10;0;0;0;0;0;4;46
Mg-Douradoquara;16;2;8;3;4;1;3;0;4;0;0;0;0;0;0;1;0;0;0;0;42
Mg-Durande;2;9;0;3;0;0;4;10;26;4;5;2;4;0;0;11;38;2;0;0;120
Mg-Eloi Mendes;129;183;174;262;125;136;130;191;220;60;30;21;43;33;51;51;43;39;64;54;2039
Mg-Engenheiro Caldas;3;6;2;2;9;4;4;22;2;2;5;11;4;2;2;0;0;1;7;11;99
Mg-Engenheiro Navarro;3;5;3;10;10;3;15;14;1;4;2;36;0;0;0;3;0;0;0;1;110
Mg-Entre Folhas;1;2;3;0;0;0;0;3;1;12;15;0;0;3;0;11;0;25;0;3;79
Mg-Entre Rios de Minas;29;39;21;50;29;31;52;57;44;30;14;28;35;15;39;24;6;13;23;25;604
Mg-Ervalia;44;35;57;64;35;29;22;28;29;44;74;56;62;55;56;17;17;21;8;30;783
Mg-Esmeraldas;208;153;177;174;210;283;374;298;294;379;401;400;309;321;406;344;296;331;226;306;5890
Mg-Espera Feliz;65;40;103;58;59;71;102;127;113;121;108;83;50;12;20;14;30;43;34;19;1272
Mg-Espinosa;35;22;25;53;109;46;39;118;20;38;86;96;5;10;4;1;0;0;0;0;707
Mg-Espirito Santo do Dourado;0;0;2;0;1;0;0;4;1;0;0;1;2;0;0;0;0;0;0;0;11
Mg-Estiva;27;22;13;21;7;11;10;16;8;2;6;7;3;0;0;0;0;0;0;2;155
Mg-Estrela Dalva;0;0;0;0;0;0;0;28;0;0;0;4;5;8;0;18;11;0;10;11;95
Mg-Estrela do Indaia;1;1;2;2;0;3;5;10;10;6;0;0;2;0;0;2;0;3;3;0;50
Mg-Estrela do Sul;7;10;4;8;7;10;11;10;8;8;1;0;0;8;0;0;0;0;0;0;92
Mg-Eugenopolis;61;45;39;17;11;21;39;28;65;35;6;3;0;0;3;6;0;0;0;4;383
Mg-Ewbank da Camara;31;6;5;9;16;16;27;21;12;5;23;9;6;14;65;25;43;11;29;15;388
Mg-Extrema;259;203;179;227;193;124;229;134;147;133;145;115;73;73;43;31;31;56;19;26;2440
Mg-Fama;3;3;4;7;8;2;3;5;3;0;0;21;5;2;3;1;0;0;0;2;72
Mg-Faria Lemos;6;3;2;0;0;0;1;0;0;0;5;5;0;0;2;3;13;16;11;11;78
Mg-Felicio dos Santos;0;0;0;0;0;0;0;0;0;3;6;0;0;0;11;3;0;0;9;12;44
Mg-Sao Goncalo do Rio Preto;0;0;1;0;3;3;4;9;7;2;2;0;2;5;1;1;1;1;0;0;42
Mg-Felisburgo;0;0;0;0;0;0;2;2;3;1;2;2;6;85;6;1;4;1;0;10;125
Mg-Felixlandia;4;4;5;3;2;0;3;3;0;4;4;25;1;4;48;19;11;7;72;47;266
Mg-Fernandes Tourinho;2;1;0;0;100;0;14;9;17;0;6;5;0;0;0;2;0;0;0;0;156
Mg-Ferros;6;7;24;12;4;5;17;17;29;35;16;12;4;2;4;18;6;0;0;0;218
Mg-Fervedouro;12;11;22;19;15;10;17;23;28;59;37;13;6;6;1;2;0;11;1;0;293
Mg-Florestal;55;48;42;26;22;21;16;15;15;29;34;6;8;10;0;3;11;16;18;26;421
Mg-Formiga;2945;2569;2164;2210;2149;1985;1957;1953;1628;1759;2318;2110;1886;1640;1468;792;1049;754;749;784;34869
Mg-Formoso;0;0;0;0;0;0;0;0;0;0;169;0;1;0;0;2;0;0;0;0;172
Mg-Fortaleza de Minas;40;34;25;6;3;4;3;4;4;13;5;8;1;1;1;1;1;2;1;1;158
Mg-Fortuna de Minas;11;7;0;0;4;11;15;13;15;11;2;2;0;1;0;4;0;0;0;0;96
Mg-Francisco Badaro;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Mg-Francisco Dumont;6;2;1;1;2;1;1;7;1;2;5;31;1;0;0;4;0;0;0;0;65
Mg-Francisco Sa;13;24;26;49;62;16;44;91;98;39;74;64;30;13;94;78;19;16;100;25;975
Mg-Franciscopolis;23;24;17;9;1;0;0;0;0;0;0;2;4;21;0;0;0;0;0;0;101
Mg-Frei Gaspar;7;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;13
Mg-Frei Inocencio;0;1;0;0;1;2;1;14;33;96;50;26;3;0;3;0;1;0;1;1;233
Mg-Frei Lagonegro;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;0;0;3;3;15
Mg-Fronteira;3;4;6;5;4;20;25;30;43;24;18;15;9;70;127;7;31;664;21;20;1146
Mg-Fronteira dos Vales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Fruta de Leite;10;3;3;0;0;0;0;0;0;0;0;26;430;0;0;0;0;0;0;0;472
Mg-Frutal;159;125;182;202;428;453;272;294;512;314;216;258;146;225;130;93;103;73;106;119;4410
Mg-Funilandia;8;91;6;4;0;0;0;1;6;13;25;37;25;15;3;0;0;0;3;3;240
Mg-Galileia;40;34;35;5;2;4;5;37;21;36;8;5;4;20;6;0;0;0;0;0;262
Mg-Gameleiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Glaucilandia;3;1;3;6;4;6;9;12;0;0;0;0;0;0;0;0;0;0;0;0;44
Mg-Goiabeira;0;0;0;0;0;8;2;1;0;8;9;4;0;0;0;0;0;0;0;0;32
Mg-Goiana;1;1;0;4;14;3;9;9;6;13;142;37;29;70;25;6;14;61;209;116;769
Mg-Goncalves;23;24;27;24;27;24;19;18;10;11;8;9;5;0;0;0;0;0;0;0;229
Mg-Gonzaga;19;0;0;5;2;1;9;26;17;0;46;53;1;37;0;0;0;0;0;0;216
Mg-Gouveia;7;6;4;3;3;2;1;6;10;7;7;12;17;38;14;1;0;0;1;1;140
Mg-Governador Valadares;1515;2103;2313;1503;1590;1873;2720;3521;3231;2926;2722;2820;2386;2903;2752;2246;2227;1430;1326;1499;45606
Mg-Grao Mogol;2;1;1;1;1;0;0;2;17;13;7;22;143;67;70;27;0;0;0;0;374
Mg-Grupiara;0;0;0;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6
Mg-Guanhaes;67;78;63;340;119;99;186;310;193;97;106;108;93;78;217;158;42;27;36;58;2475
Mg-Guape;43;328;120;40;28;55;13;12;34;40;22;14;2;25;0;32;0;7;10;4;829
Mg-Guaraciaba;73;24;31;27;32;26;24;29;18;15;0;19;7;5;0;0;0;2;3;117;452
Mg-Guaraciama;5;3;2;2;2;4;5;8;8;0;0;0;0;0;0;0;0;0;0;0;39
Mg-Guaranesia;3;7;18;14;7;4;9;10;10;62;27;31;19;8;48;56;11;7;5;17;373
Mg-Guarani;84;31;15;8;81;84;77;85;91;90;42;44;23;20;131;74;53;57;0;3;1093
Mg-Guarara;3;2;3;15;30;14;16;12;19;18;28;86;4;5;10;6;14;29;7;21;342
Mg-Guarda-Mor;10;6;11;6;14;9;16;10;21;54;6;167;0;0;1;13;2;0;0;0;346
Mg-Guaxupe;279;242;269;238;280;269;330;411;323;340;460;549;250;313;285;218;210;239;178;321;6004
Mg-Guidoval;11;11;17;18;4;6;33;36;38;53;22;3;2;8;3;2;3;0;6;12;288
Mg-Guimarania;1;1;10;5;20;10;3;12;16;7;1;3;5;5;7;10;1;0;5;3;125
Mg-Guiricema;6;6;6;9;10;12;12;12;7;3;9;21;11;16;12;15;8;4;8;1;188
Mg-Gurinhata;0;0;0;3;3;3;3;3;4;8;6;7;9;4;6;0;0;0;0;5;64
Mg-Heliodora;0;1;2;2;0;0;0;4;2;2;4;5;3;5;11;0;2;0;4;5;52
Mg-Iapu;10;13;26;12;13;12;13;22;14;9;3;0;4;16;3;5;14;8;13;4;214
Mg-Ibertioga;3;0;0;5;5;0;0;0;0;0;97;21;29;10;0;0;1;1;1;7;180
Mg-Ibia;25;20;34;37;57;32;58;68;58;83;100;137;1054;602;509;556;591;304;291;336;4952
Mg-Ibiai;4;3;1;8;1;1;1;6;6;7;1;5;44;0;0;0;0;0;0;0;88
Mg-Ibiracatu;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3
Mg-Ibiraci;11;1;4;4;13;19;18;19;33;20;26;5;20;48;22;102;163;153;215;295;1191
Mg-Ibirite;2546;2386;1888;2330;1931;1753;2041;2149;2733;3024;3220;4091;3755;2261;1058;670;491;345;519;818;40009
Mg-Ibitiura de Minas;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2;0;0;0;0;5
Mg-Ibituruna;2;5;4;0;3;1;0;2;1;0;0;0;4;23;4;6;0;0;0;6;61
Mg-Icarai de Minas;17;2;2;0;0;0;14;1;3;2;2;40;48;0;0;0;0;0;0;0;131
Mg-Igarape;496;150;206;136;155;204;322;321;331;448;364;328;220;309;339;257;290;205;159;177;5417
Mg-Igaratinga;26;25;17;29;48;24;30;37;33;6;16;21;1;1;0;18;18;19;15;14;398
Mg-Iguatama;8;7;8;9;4;5;6;6;17;29;8;43;0;10;3;12;6;2;2;3;188
Mg-Ijaci;211;202;208;197;274;258;441;734;440;542;684;616;461;469;39;32;181;66;62;576;6693
Mg-Ilicinea;25;1;13;10;13;5;3;6;7;6;18;183;2;0;18;14;0;1;1;2;328
Mg-Imbe de Minas;0;0;0;0;0;0;1;3;1;3;0;28;61;9;4;7;0;6;0;5;128
Mg-Inconfidentes;0;1;2;2;1;0;5;2;0;2;0;5;5;10;0;6;9;7;3;1;61
Mg-Indaiabira;5;2;4;0;0;3;21;3;4;5;3;4;1;0;0;0;0;1;2;0;58
Mg-Indianopolis;3849;2187;306;0;0;0;0;1;0;1;1;5;3;5;1;0;2;0;0;0;6361
Mg-Ingai;0;0;0;0;1;29;38;38;25;0;0;0;0;0;6;1;1;18;0;4;161
Mg-Inhapim;25;27;18;15;56;38;53;103;45;50;43;31;17;19;30;19;18;47;14;32;700
Mg-Inhauma;34;27;28;30;4;5;12;17;17;18;23;31;15;26;18;7;0;0;14;1;327
Mg-Inimutaba;4;6;39;41;28;1;2;3;4;1;2;14;5;8;5;4;0;0;1;0;168
Mg-Ipaba;24;19;12;7;17;21;17;15;32;8;17;30;8;2;3;0;0;1;1;24;258
Mg-Ipanema;25;53;81;58;76;56;59;54;150;104;103;153;216;49;40;50;32;37;8;42;1446
Mg-Ipatinga;8391;7577;8500;8394;6507;6429;7278;10071;13293;9392;12582;12061;7299;9126;8414;7224;8410;5717;5041;4760;166466
Mg-Ipiacu;2;0;4;0;4;2;1;2;2;1;1;0;1;2;0;0;0;0;0;0;22
Mg-Ipuiuna;15;16;18;24;20;22;31;20;28;14;12;10;5;1;0;0;0;0;3;0;239
Mg-Irai de Minas;0;1;0;0;31;10;7;1;0;0;0;4;8;10;2;5;1;0;0;2;82
Mg-Itabira;6129;4622;1925;1516;1413;1850;3783;6985;5106;7142;5108;3803;2716;2194;2544;2013;2056;1614;1194;795;64508
Mg-Itabirinha;29;52;45;88;22;31;32;26;29;41;27;23;24;182;11;7;0;0;0;0;669
Mg-Itabirito;3094;4040;1474;964;861;460;543;3110;5510;1307;1310;1032;935;1176;3884;667;436;476;162;123;31564
Mg-Itacambira;0;1;0;0;0;0;0;0;1;0;0;19;24;40;0;0;0;0;0;0;85
Mg-Itacarambi;0;1;0;10;6;2;1;20;10;9;9;74;27;45;47;37;4;12;443;23;780
Mg-Itaguara;18;12;19;34;42;30;29;54;38;23;29;30;30;19;22;17;10;2;12;9;479
Mg-Itaipe;7;0;1;0;4;2;3;16;4;0;4;0;0;0;0;4;59;73;4;3;184
Mg-Itajuba;509;530;382;550;669;577;745;961;953;1189;969;809;613;883;578;661;451;657;625;698;14009
Mg-Itamarandiba;259;208;366;288;65;128;95;255;275;251;251;296;94;142;60;67;61;20;11;2;3194
Mg-Itamarati de Minas;8;2;2;3;2;2;4;7;11;6;1;1;0;0;1;0;0;0;0;0;50
Mg-Itambacuri;1;1;1;19;28;10;11;20;34;15;30;25;36;14;12;14;13;6;9;5;304
Mg-Itambe do Mato Dentro;0;0;0;1;1;1;0;0;0;5;6;0;0;0;0;7;0;0;1;0;22
Mg-Itamogi;4;8;7;4;6;2;3;10;7;3;6;8;1;4;0;0;3;2;5;0;83
Mg-Itamonte;42;31;35;50;57;63;51;29;27;10;3;27;55;69;21;18;5;6;5;16;620
Mg-Itanhandu;44;35;37;43;45;39;58;46;42;44;58;63;57;39;18;35;24;12;27;33;799
Mg-Itanhomi;33;32;6;8;18;19;58;75;49;52;34;149;69;25;11;18;8;6;10;6;686
Mg-Itaobim;36;15;18;2;8;17;15;23;43;52;34;105;76;24;24;21;2;3;22;17;557
Mg-Itapagipe;5;0;3;6;2;12;18;29;34;42;26;43;23;78;16;10;0;4;8;10;369
Mg-Itapecerica;107;88;93;24;40;30;41;53;69;48;232;169;27;40;22;23;30;40;22;21;1219
Mg-Itapeva;4;6;11;12;7;24;19;32;6;10;18;0;13;0;0;2;1;46;20;114;345
Mg-Itatiaiucu;16;2;2;7;7;6;4;3;71;380;412;58;76;27;39;71;39;35;0;0;1255
Mg-Itau de Minas;705;716;696;498;495;535;577;899;550;556;539;377;279;286;161;101;121;356;339;351;9137
Mg-Itauna;1936;1287;1192;1160;1175;1003;1475;1435;1184;957;861;799;700;575;755;441;433;324;271;365;18328
Mg-Itaverava;16;11;0;4;1;0;8;7;4;1;3;0;0;0;0;0;0;0;3;0;58
Mg-Itinga;4;4;1;3;0;2;6;11;9;4;0;0;1;1;1;3;9;0;6;0;65
Mg-Itueta;9;7;7;8;9;5;6;8;3;1;0;1;0;0;14;7;6;25;119;0;235
Mg-Ituiutaba;894;829;737;830;706;862;1326;1157;1098;1212;1007;1068;690;731;869;760;758;435;404;503;16876
Mg-Itumirim;0;1;0;0;1;0;3;3;5;8;4;8;3;3;0;0;0;3;5;0;47
Mg-Iturama;409;290;335;218;191;235;218;461;395;330;546;264;188;237;314;296;252;277;318;416;6190
Mg-Itutinga;16;9;10;16;1;2;0;0;1;4;1;0;3;0;40;0;0;4;3;0;110
Mg-Jaboticatubas;40;50;41;10;11;11;13;41;148;124;124;22;48;36;4;2;5;2;3;5;740
Mg-Jacinto;17;0;1;2;1;0;5;2;46;6;1;3;10;5;7;3;0;0;0;2;111
Mg-Jacui;3;4;6;9;2;4;6;4;4;1;8;5;25;17;1;0;0;0;2;3;104
Mg-Jacutinga;75;64;65;71;111;78;90;88;104;269;111;133;86;50;100;76;67;85;76;52;1851
Mg-Jaguaracu;15;21;11;8;8;5;5;8;23;16;32;70;64;15;32;18;3;0;3;3;360
Mg-Jaiba;1096;75;71;85;108;75;161;223;223;139;161;71;86;44;79;102;151;16;18;126;3110
Mg-Jampruca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;76;58;136
Mg-Janauba;1886;177;169;238;224;258;225;371;277;297;462;288;257;225;275;323;193;187;146;228;6706
Mg-Januaria;47;41;59;33;45;67;62;127;401;86;64;51;48;376;60;189;29;26;31;24;1866
Mg-Japaraiba;18;8;13;17;12;4;12;13;8;43;15;0;20;15;8;0;0;0;0;0;206
Mg-Japonvar;10;7;4;0;0;0;5;16;8;1;0;0;0;1;3;0;0;0;0;0;55
Mg-Jeceaba;13;168;178;174;236;152;144;3;5;12;285;1777;1155;6;6;7;7;0;0;0;4328
Mg-Jenipapo de Minas;1;2;5;2;5;4;3;2;2;2;5;0;114;183;23;66;1;0;0;0;420
Mg-Jequeri;21;12;17;15;12;7;9;19;4;6;0;0;0;0;0;0;0;4;1;1;128
Mg-Jequitai;1;0;3;2;12;7;9;49;104;17;15;14;0;0;0;0;0;0;0;0;233
Mg-Jequitiba;34;36;40;96;86;132;213;90;114;99;81;243;51;125;27;40;3;2;2;7;1521
Mg-Jequitinhonha;11;0;0;10;44;48;75;45;43;35;65;36;49;81;62;82;13;2;4;6;711
Mg-Jesuania;2;0;0;0;0;0;0;0;0;0;4;3;1;8;2;0;0;0;0;3;23
Mg-Joaima;1;2;1;2;3;5;12;8;9;2;2;5;2;2;0;1;3;0;0;3;63
Mg-Joanesia;34;32;0;0;0;0;0;2;0;0;1;657;499;527;383;181;116;114;61;56;2663
Mg-Joao Monlevade;3471;3445;3226;3014;3325;2335;2315;3820;3049;3347;3933;3568;2720;3122;2762;2906;2248;1823;2161;1542;58132
Mg-Joao Pinheiro;606;590;479;413;353;347;418;351;466;519;578;544;321;141;94;129;79;55;61;88;6632
Mg-Joaquim Felicio;0;0;1;0;0;0;5;4;2;13;10;0;0;0;0;3;4;5;2;0;49
Mg-Jordania;0;0;0;0;0;0;0;1;26;16;1;1;1;0;0;0;0;0;0;0;46
Mg-Jose Goncalves de Minas;6;1;4;6;11;6;0;5;0;6;7;12;14;5;0;0;1;0;0;0;84
Mg-Jose Raydan;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4
Mg-Josenopolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Nova Uniao;11;15;7;8;11;25;27;15;14;5;8;10;16;28;14;12;0;12;0;0;238
Mg-Juatuba;53;59;33;38;60;65;139;183;153;198;118;91;142;124;74;104;94;136;33;43;1940
Mg-Juiz de Fora;6305;5470;5538;5960;6126;6376;7548;8619;8889;9137;8218;8510;8674;6215;6155;3684;4225;4624;4161;4489;128923
Mg-Juramento;1;2;0;2;10;21;17;0;0;1;1;0;2;3;7;9;0;7;0;10;93
Mg-Juruaia;22;8;11;17;16;49;50;58;31;8;17;6;6;4;5;4;6;1;2;0;321
Mg-Juvenilia;1;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;5
Mg-Ladainha;0;0;0;0;0;9;0;1;0;4;0;0;0;0;0;0;0;0;0;0;14
Mg-Lagamar;4;1;1;2;315;88;5;8;6;2;15;17;53;122;147;63;0;0;0;0;849
Mg-Lagoa da Prata;205;159;134;161;225;125;304;211;207;118;223;174;64;75;77;126;58;66;63;85;2860
Mg-Lagoa dos Patos;0;0;0;0;0;0;1;0;0;1;0;23;0;0;0;0;0;0;0;1;26
Mg-Lagoa Dourada;9;11;13;6;3;2;14;13;10;15;12;16;7;22;0;4;5;7;3;5;177
Mg-Lagoa Formosa;42;35;54;44;31;26;20;46;34;48;31;23;25;31;10;10;8;8;14;1;541
Mg-Lagoa Grande;0;2;3;569;300;4;3;10;4;2;14;21;2;4;0;0;0;2;10;0;950
Mg-Lagoa Santa;1328;685;613;639;764;674;848;919;1100;1085;1140;1191;1106;1158;832;606;483;366;318;247;16102
Mg-Lajinha;41;21;20;19;26;29;33;17;28;22;41;27;22;17;16;12;14;10;9;10;434
Mg-Lambari;28;24;27;20;34;49;54;52;41;27;41;56;73;47;103;33;27;36;35;59;866
Mg-Lamim;10;12;1;2;28;42;24;19;12;17;11;5;0;2;2;18;0;0;0;0;205
Mg-Laranjal;1;1;1;0;0;1;0;0;0;0;0;0;0;4;0;0;0;2;2;3;15
Mg-Lassance;5;1;0;2;0;8;7;5;3;2;2;1;0;5;1;1;0;0;1;1;45
Mg-Lavras;1053;830;946;909;928;1085;1286;1476;1883;1419;1292;1120;1211;892;1261;1050;1157;701;806;1039;22344
Mg-Leandro Ferreira;4;7;4;0;0;13;6;7;8;1;0;0;0;0;0;0;0;0;0;0;50
Mg-Leme do Prado;12;12;23;19;14;15;10;6;2;0;6;4;4;184;2;1;43;0;0;0;357
Mg-Leopoldina;160;144;179;254;255;269;337;496;497;393;343;420;367;451;211;190;325;251;159;213;5914
Mg-Liberdade;0;1;1;1;6;2;2;3;31;12;3;4;3;2;2;1;5;4;40;46;169
Mg-Lima Duarte;67;60;63;39;37;51;29;113;109;60;29;50;43;143;26;27;60;14;41;19;1080
Mg-Limeira do Oeste;6;3;2;1;1;0;0;3;7;8;10;20;10;4;0;0;1;2;15;18;111
