Coluna;Ano
Município;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;Total
Mg-Lontra;0;0;0;0;0;0;0;0;0;1;0;1;48;0;0;2;0;0;0;0;52
Mg-Luisburgo;1;1;2;5;0;4;4;7;5;1;0;0;0;0;0;0;0;2;0;0;32
Mg-Luislandia;0;0;0;1;1;1;1;8;1;3;6;0;0;0;0;0;0;0;11;0;33
Mg-Luminarias;5;5;4;0;2;2;3;3;4;4;8;1;1;1;5;9;3;1;0;9;70
Mg-Luz;50;36;38;40;28;55;108;74;88;92;98;57;79;120;45;61;74;23;29;33;1228
Mg-Machacalis;0;0;0;0;0;0;0;1;0;1;2;2;65;0;0;1;0;0;0;0;72
Mg-Machado;126;70;77;144;157;159;337;226;220;184;206;180;157;139;166;89;119;91;68;78;2993
Mg-Madre de Deus de Minas;73;32;18;21;28;23;16;16;2;19;0;0;0;0;0;2;3;0;0;4;257
Mg-Malacacheta;51;33;24;14;7;8;4;6;6;1;2;4;1;13;2;0;1;0;0;2;179
Mg-Mamonas;0;2;11;0;3;2;0;0;4;7;1;0;0;0;0;0;0;0;0;0;30
Mg-Manga;1;0;9;5;1;1;1;0;1;11;12;22;8;13;4;4;21;4;12;6;136
Mg-Manhuacu;4650;5667;5550;5050;4737;4255;4376;4208;4023;3960;2927;2801;2245;2208;1699;1519;1282;899;713;674;63443
Mg-Manhumirim;36;35;23;78;42;50;101;126;101;106;91;56;138;91;100;78;70;42;16;29;1409
Mg-Mantena;29;26;31;30;34;66;73;59;42;76;56;54;299;237;28;27;44;30;24;28;1293
Mg-Maravilhas;10;14;15;10;10;17;22;25;30;22;17;25;13;0;2;0;20;0;0;0;252
Mg-Mar de Espanha;23;19;9;97;25;25;19;15;17;20;14;23;24;16;27;20;7;7;11;14;432
Mg-Maria da Fe;29;12;7;7;4;11;5;7;12;19;16;17;9;7;4;24;20;57;26;18;311
Mg-Mariana;2423;3138;1480;602;1278;1561;1186;1499;3485;1577;953;1012;591;759;1747;1638;719;691;179;255;26773
Mg-Marilac;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Mario Campos;30;18;61;129;146;205;227;131;80;110;93;61;42;18;1;0;16;5;17;14;1404
Mg-Maripa de Minas;1;2;2;5;10;4;0;20;3;1;1;0;0;0;0;1;2;3;2;0;57
Mg-Marlieria;1;19;1;1;1;5;3;1;0;16;0;1;0;4;7;0;0;0;0;8;68
Mg-Marmelopolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;0;5
Mg-Martinho Campos;83;78;60;67;49;27;69;81;73;61;82;98;40;113;186;13;27;29;13;13;1262
Mg-Martins Soares;12;0;0;3;1;91;9;3;5;8;5;6;0;3;0;0;1;1;2;2;152
Mg-Mata Verde;0;0;0;0;1;4;2;5;0;0;4;0;0;0;0;0;0;0;0;0;16
Mg-Materlandia;2;4;4;5;4;1;0;0;0;1;1;2;3;3;5;0;0;0;0;0;35
Mg-Mateus Leme;154;175;207;197;196;222;185;287;449;899;97;102;183;109;125;105;119;79;62;53;4005
Mg-Matias Barbosa;1554;1238;1254;757;488;1106;496;786;948;1204;1841;1084;795;953;499;439;297;355;368;350;16812
Mg-Matias Cardoso;0;0;0;0;1;13;8;8;3;21;11;2;0;0;3;0;0;0;0;0;70
Mg-Matipo;102;65;63;97;147;134;88;159;311;235;160;98;64;55;47;32;23;21;16;2;1919
Mg-Mato Verde;15;64;136;90;116;92;93;46;19;24;6;9;19;37;24;1;0;0;11;5;807
Mg-Matozinhos;4590;2931;1999;1701;961;756;882;808;584;541;598;486;1199;1750;186;1531;552;83;178;117;22433
Mg-Matutina;0;0;0;0;2;0;2;2;0;0;2;4;3;1;0;0;4;2;0;2;24
Mg-Medeiros;8;7;6;5;6;5;7;3;3;7;4;5;30;0;0;0;0;0;0;0;96
Mg-Medina;1;1;1;344;1;1;8;5;35;115;25;29;141;62;7;0;1;0;242;338;1357
Mg-Mendes Pimentel;10;26;1;3;2;11;7;9;2;3;5;10;3;101;2;0;0;0;0;7;202
Mg-Merces;8;3;5;11;1;6;6;1;5;2;3;0;0;11;0;8;13;18;17;18;136
Mg-Mesquita;0;0;0;0;0;0;0;8;0;7;12;14;78;39;50;19;4;14;43;55;343
Mg-Minas Novas;63;50;85;120;59;59;58;76;63;42;35;27;28;47;44;55;26;57;3;1;998
Mg-Minduri;0;0;5;4;11;13;12;5;9;14;13;46;10;0;0;2;0;0;0;4;148
Mg-Mirabela;3;3;6;8;4;3;3;0;0;0;1;1;0;28;10;29;0;0;5;4;108
Mg-Miradouro;26;28;23;9;18;20;27;38;11;14;1;4;16;79;28;10;12;3;11;16;394
Mg-Mirai;14;28;17;13;17;20;33;15;8;21;11;20;132;336;775;5;11;16;7;21;1520
Mg-Miravania;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;1;0;0;0;0;14
Mg-Moeda;0;4;0;27;0;14;9;50;3;2;9;16;20;19;0;2;2;0;0;0;177
Mg-Moema;18;3;4;1;1;7;5;2;2;4;5;3;4;2;1;0;0;1;2;33;98
Mg-Monjolos;0;0;2;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;9
Mg-Monsenhor Paulo;22;7;26;31;36;8;12;25;19;16;13;3;11;11;2;7;11;9;12;4;285
Mg-Montalvania;2;3;2;5;17;5;35;10;13;19;308;75;0;1;2;2;0;0;0;0;499
Mg-Monte Alegre de Minas;43;37;30;142;22;11;39;47;161;169;136;179;382;424;132;49;1;2;1;3;2010
Mg-Monte Azul;7;5;1;5;2;8;5;9;0;3;4;0;4;5;0;0;0;2;0;0;60
Mg-Monte Belo;56;48;57;43;42;63;62;70;63;69;54;35;13;9;1;2;9;11;4;6;717
Mg-Monte Carmelo;145;114;92;101;136;122;127;123;147;145;82;91;66;180;72;130;94;71;102;101;2241
Mg-Monte Formoso;0;0;3;0;0;2;0;2;2;2;1;1;3;0;0;0;0;0;0;0;16
Mg-Monte Santo de Minas;109;173;141;132;114;173;150;107;141;141;165;147;104;87;78;57;69;41;55;58;2242
Mg-Montes Claros;4734;3947;3683;3950;3694;4224;5065;6098;6095;5753;4972;5056;4083;3973;3625;3237;3018;2922;2313;2786;83228
Mg-Monte Siao;15;15;21;25;34;43;60;67;71;84;81;135;95;30;22;10;11;16;24;56;915
Mg-Montezuma;0;0;0;0;0;0;0;0;3;3;0;0;0;0;4;2;0;0;0;0;12
Mg-Morada Nova de Minas;29;42;31;11;2;6;4;11;2;1;2;3;1;3;0;5;0;0;0;0;153
Mg-Morro da Garca;0;2;2;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;20
Mg-Morro do Pilar;3;3;1;2;2;2;1;0;0;10;47;31;0;2;2;19;14;11;14;72;236
Mg-Munhoz;2;5;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
Mg-Muriae;1069;1138;1196;986;917;1155;1123;1263;1323;1183;1207;1399;1186;896;575;573;314;379;323;488;18693
Mg-Mutum;21;20;16;21;29;21;25;15;13;17;24;9;6;8;12;56;10;9;0;9;341
Mg-Muzambinho;673;680;526;569;687;528;531;551;568;342;266;318;313;334;288;168;214;136;161;113;7966
Mg-Nacip Raydan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Nanuque;66;69;33;78;162;152;191;137;116;132;143;89;94;75;108;83;140;91;111;257;2327
Mg-Naque;7;10;3;1;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;29
Mg-Natalandia;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;4
Mg-Natercia;14;0;1;6;1;5;2;2;0;4;1;0;0;0;3;0;0;0;0;0;39
Mg-Nazareno;209;179;43;161;1304;189;155;137;10;5;3;15;8;4;7;2;3;0;10;10;2454
Mg-Nepomuceno;42;46;48;51;38;22;73;62;75;66;43;30;36;11;32;17;43;36;28;38;837
Mg-Ninheira;4;3;3;3;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;17
Mg-Nova Belem;1;1;1;1;0;1;1;2;1;1;3;1;0;0;0;0;0;0;0;4;18
Mg-Nova Era;89;94;67;147;220;184;381;161;160;188;158;154;213;344;203;141;512;81;35;205;3737
Mg-Nova Lima;7586;9112;9341;5288;4705;4258;4432;5171;5356;8109;6514;4176;3995;3482;3782;3292;2710;2030;1340;1488;96167
Mg-Nova Modica;1;4;2;4;5;8;9;8;5;3;2;0;0;0;0;0;0;0;0;0;51
Mg-Nova Ponte;23;31;44;58;65;95;60;55;41;60;39;33;71;31;16;69;30;14;7;21;863
Mg-Nova Porteirinha;43;8;5;4;5;4;6;5;6;3;9;0;0;0;0;0;0;0;0;0;98
Mg-Nova Resende;42;39;44;20;19;32;78;51;60;57;46;23;11;31;3;7;3;2;5;15;588
Mg-Nova Serrana;350;293;251;326;369;326;290;349;362;296;308;242;190;165;104;132;130;160;376;297;5316
Mg-Novo Cruzeiro;63;45;53;26;15;14;18;40;22;45;44;24;1;1;0;3;68;8;1;5;496
Mg-Novo Oriente de Minas;3;0;0;0;0;2;0;0;0;0;7;0;0;86;2;0;2;0;0;0;102
Mg-Novorizonte;109;9;9;4;5;0;0;0;0;0;5;0;3;0;0;0;0;0;0;0;144
Mg-Olaria;1;19;17;19;19;10;3;5;0;0;0;0;0;0;0;1;0;0;0;0;94
Mg-Olhos-D Agua;2;2;2;13;12;0;0;1;4;7;6;4;0;0;0;0;0;0;0;1;54
Mg-Olimpio Noronha;0;0;1;1;1;1;0;0;0;0;0;0;7;2;0;0;0;0;0;0;13
Mg-Oliveira;190;318;294;236;211;283;256;468;678;392;416;538;219;310;192;163;316;133;51;119;5783
Mg-Oliveira Fortes;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4
Mg-Onca de Pitangui;1;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;6
Mg-Oratorios;26;32;11;15;14;11;14;0;0;0;0;0;0;0;0;0;0;0;0;0;123
Mg-Orizania;8;4;0;4;5;3;2;1;3;0;0;0;0;2;0;0;0;0;0;0;32
Mg-Ouro Branco;386;601;480;194;158;206;2067;1690;1156;2480;1262;433;1151;2146;2865;2325;702;608;967;980;22857
Mg-Ouro Fino;97;62;47;66;92;102;99;87;89;58;52;52;63;64;38;43;62;50;88;61;1372
Mg-Ouro Preto;1200;1167;726;790;912;1671;770;1661;3091;3728;2465;1256;775;1295;1168;1022;777;823;898;664;26859
Mg-Ouro Verde de Minas;0;8;3;4;1;1;0;0;1;3;11;18;2;1;0;0;0;0;0;0;53
Mg-Padre Carvalho;4;3;4;1;1;1;0;13;8;9;6;18;8;0;0;0;0;0;0;0;76
Mg-Padre Paraiso;8;8;10;5;11;7;17;28;17;18;32;28;10;6;2;4;0;42;1;0;254
Mg-Paineiras;1;0;1;1;3;0;2;3;2;1;0;1;8;0;0;2;2;0;0;0;27
Mg-Pains;6;5;6;13;8;8;25;38;24;32;19;36;5;11;16;5;8;14;22;16;317
Mg-Pai Pedro;5;3;7;5;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;29
Mg-Paiva;8;7;0;0;0;0;0;1;1;1;3;1;0;1;1;7;1;2;0;1;35
Mg-Palma;3;4;7;12;12;18;11;19;10;15;6;6;7;0;1;0;0;0;0;3;134
Mg-Palmopolis;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
Mg-Papagaios;26;20;16;22;26;10;25;60;63;45;45;61;21;77;16;13;12;5;3;0;566
Mg-Paracatu;1493;1360;1361;1653;1190;1120;1180;1552;1521;1651;1633;2059;1931;2071;2621;747;678;426;426;384;27057
Mg-Para de Minas;1469;1285;1535;1291;1169;1219;1363;1478;1282;1330;1119;1164;1155;1083;910;742;647;635;379;442;21697
Mg-Paraguacu;91;80;80;86;106;79;79;69;99;86;101;64;63;116;45;62;43;39;31;52;1471
Mg-Paraisopolis;52;49;44;46;48;27;33;42;70;45;34;51;61;56;58;28;45;43;59;64;955
Mg-Paraopeba;133;111;157;152;176;117;124;97;135;984;538;396;310;347;101;101;11;5;13;21;4029
Mg-Passabem;0;0;0;0;0;0;0;2;2;3;0;0;0;0;0;0;0;0;0;0;7
Mg-Passa Quatro;188;100;102;156;178;141;86;87;93;70;215;125;119;99;65;44;105;77;59;59;2168
Mg-Passa Tempo;6;2;2;2;2;1;4;5;0;7;3;0;1;0;2;2;0;1;5;3;48
Mg-Passa-Vinte;0;0;0;0;5;10;9;10;13;10;4;0;0;0;0;0;0;0;2;0;63
Mg-Passos;1734;1540;1252;1135;1011;1165;1080;1999;1905;1532;1508;1732;961;942;854;737;623;878;530;700;23818
Mg-Patis;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
Mg-Patos de Minas;2023;1846;1875;1655;1934;1636;1776;2363;2809;2663;2699;2588;2029;1819;1616;1741;1140;891;777;917;36797
Mg-Patrocinio;749;931;878;923;1122;671;785;723;880;941;758;741;810;1003;806;460;552;370;366;320;14789
Mg-Patrocinio do Muriae;8;9;10;10;9;9;11;13;27;8;19;12;8;20;6;4;14;5;4;1;207
Mg-Paula Candido;4;15;11;1;6;4;22;14;4;5;1;1;0;0;4;5;0;0;0;12;109
Mg-Paulistas;8;0;0;1;1;0;0;0;0;0;0;0;2;1;1;0;0;0;1;3;18
Mg-Pavao;5;5;5;9;6;9;14;20;18;38;29;49;26;8;2;1;0;0;0;0;244
Mg-Pecanha;0;0;0;1;1;2;2;2;1;0;0;0;22;0;0;0;0;0;0;8;39
Mg-Pedra Azul;13;5;1;31;22;14;21;12;2;5;18;7;7;22;12;17;1;4;0;18;232
Mg-Pedra Bonita;0;1;1;3;2;4;4;60;34;0;0;4;0;0;0;0;2;0;0;0;115
Mg-Pedra do Anta;19;15;11;0;0;3;0;2;2;4;0;4;0;0;0;0;0;0;0;0;60
Mg-Pedra do Indaia;47;45;54;31;38;18;22;24;22;29;16;17;20;9;0;0;0;0;0;0;392
Mg-Pedra Dourada;0;0;0;0;0;1;1;1;1;0;14;4;0;0;0;0;0;0;0;0;22
Mg-Pedralva;8;7;9;5;9;16;15;13;11;9;24;15;17;15;15;3;4;0;10;20;225
Mg-Pedras de Maria da Cruz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;13;0;0;0;0;33
Mg-Pedrinopolis;0;4;3;9;0;1;5;1;15;8;23;12;14;4;7;10;6;5;10;5;142
Mg-Pedro Leopoldo;756;683;640;475;491;552;462;560;1073;1316;801;647;594;473;379;433;266;346;241;356;11544
Mg-Pedro Teixeira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Pequeri;5;1;1;15;7;20;27;33;27;7;11;1;1;5;2;7;7;5;11;12;205
Mg-Pequi;0;0;0;2;4;4;1;6;4;11;3;1;0;0;0;0;0;0;0;0;36
Mg-Perdigao;6;10;12;14;22;17;15;15;16;13;25;15;15;8;4;8;33;3;4;7;262
Mg-Perdizes;125;26;8;11;33;22;15;26;20;45;10;9;10;4;2;3;2;4;4;5;384
Mg-Perdoes;90;167;95;123;137;124;172;202;126;160;131;156;84;145;133;226;123;139;133;421;3087
Mg-Periquito;2;4;5;10;11;18;0;2;0;0;0;0;2;0;0;0;0;0;0;8;62
Mg-Pescador;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Mg-Piau;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;4;8
Mg-Piedade de Caratinga;9;25;31;36;34;15;10;8;12;1;16;25;17;21;31;39;21;10;3;0;364
Mg-Piedade de Ponte Nova;0;0;0;2;0;0;2;5;0;1;1;1;7;0;0;0;0;0;0;0;19
Mg-Piedade do Rio Grande;0;1;2;1;0;0;0;0;1;21;0;2;0;2;10;2;2;2;2;0;48
Mg-Piedade dos Gerais;3;5;5;4;3;5;5;5;2;2;2;0;0;0;0;0;0;0;0;0;41
Mg-Pimenta;16;11;11;9;9;9;34;60;83;6;35;14;9;18;20;13;8;7;4;0;376
Mg-Pingo-D Agua;2;0;5;4;2;7;8;13;13;17;0;0;0;0;0;0;0;0;1;8;80
Mg-Pintopolis;0;0;0;6;0;0;15;2;4;3;3;12;0;0;0;0;31;0;0;0;76
Mg-Piracema;26;4;2;2;2;0;2;9;11;6;12;9;11;10;5;7;0;0;7;9;134
Mg-Pirajuba;9;1;4;13;17;5;8;13;8;5;16;1;0;38;3;1;1;0;0;1;144
Mg-Piranga;12;1;12;17;6;8;7;2;4;5;12;58;1;1;0;29;12;1;5;6;199
Mg-Pirangucu;0;2;0;0;3;8;16;2;1;2;2;0;2;0;5;11;1;0;1;8;64
Mg-Piranguinho;106;96;54;55;31;37;27;26;18;28;19;22;16;13;21;23;10;6;3;17;628
Mg-Pirapetinga;40;36;29;50;57;71;91;94;37;54;56;32;23;12;12;8;0;0;0;0;702
Mg-Pirapora;569;512;494;522;591;486;864;726;777;809;635;707;446;355;118;124;172;152;39;52;9150
Mg-Pirauba;91;71;70;103;100;121;177;138;100;82;77;99;79;97;63;39;59;5;16;52;1639
Mg-Pitangui;94;104;138;140;130;157;162;151;242;244;222;136;177;77;100;117;59;56;56;86;2648
Mg-Piumhi;176;181;205;151;129;199;160;200;298;228;206;225;193;162;138;85;102;186;83;232;3539
Mg-Planura;77;58;68;49;86;87;58;79;23;9;32;9;7;21;0;0;0;0;0;0;663
Mg-Poco Fundo;3;15;2;1;7;14;17;7;7;8;10;7;4;11;1;9;0;5;10;4;142
Mg-Pocos de Caldas;2164;1864;2133;2934;2551;2580;2847;3127;3061;3283;3035;2594;2286;1501;1488;1550;1464;1499;1192;1483;44636
Mg-Pocrane;2;1;1;1;0;3;0;3;17;7;1;1;0;606;2;1;0;0;5;0;651
Mg-Pompeu;60;37;45;32;52;85;88;91;110;100;104;104;68;248;23;12;19;34;0;0;1312
Mg-Ponte Nova;758;841;708;582;568;653;743;801;877;1921;3686;1539;1213;1329;1016;772;760;575;537;424;20303
Mg-Ponto Chique;18;24;12;2;4;1;10;21;6;1;2;69;0;0;0;0;0;0;0;0;170
Mg-Ponto dos Volantes;0;2;3;11;0;12;9;9;11;1;6;0;1;0;1;0;0;0;0;1;67
Mg-Porteirinha;105;71;74;57;53;59;71;119;65;68;28;36;27;46;105;86;0;2;1;9;1082
Mg-Porto Firme;71;37;23;41;53;44;72;59;91;145;224;125;19;7;0;0;0;0;0;0;1011
Mg-Pote;81;64;16;25;23;62;3;23;2;5;3;30;0;0;0;4;22;0;0;7;370
Mg-Pouso Alegre;1540;1420;1553;2003;2155;2093;2369;2631;2222;2098;1923;1699;1357;1216;1336;983;948;884;714;827;31971
Mg-Pouso Alto;11;1;1;0;0;0;0;3;1;2;2;0;15;29;6;4;6;9;6;3;99
Mg-Prados;0;0;2;6;26;13;16;8;35;19;12;20;1;0;1;2;12;10;0;1;184
Mg-Prata;58;32;51;51;59;49;29;24;41;28;31;27;30;42;23;18;42;8;4;6;653
Mg-Pratapolis;8;8;8;4;12;9;27;15;10;12;7;1;0;0;0;0;65;1;0;1;188
Mg-Pratinha;6;18;22;6;2;2;4;1;1;12;0;1;0;0;0;0;4;4;3;1;87
Mg-Presidente Bernardes;5;1;0;2;7;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;23
Mg-Presidente Juscelino;4;5;14;7;6;9;16;30;9;6;26;0;0;0;1;3;0;4;5;0;145
Mg-Presidente Kubitschek;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Presidente Olegario;3;5;5;8;2;18;6;38;204;35;44;35;22;14;16;14;18;15;2;9;513
Mg-Alto Jequitiba;13;8;4;10;6;7;13;32;7;1;15;0;1;6;0;9;3;3;3;3;144
Mg-Prudente de Morais;80;27;78;74;55;81;80;105;96;66;98;60;66;56;53;33;54;40;4;6;1212
Mg-Quartel Geral;4;4;5;2;4;5;9;15;16;13;24;18;7;2;0;0;4;5;3;0;140
Mg-Queluzito;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6
Mg-Raposos;1;0;0;0;1;11;4;25;2;1;10;3;0;1;2;4;10;0;0;0;75
Mg-Raul Soares;111;54;50;63;67;55;43;58;15;30;33;26;9;18;33;8;24;7;41;88;833
Mg-Recreio;3;12;8;1;0;1;3;18;9;3;2;4;65;2;6;9;7;3;1;4;161
Mg-Reduto;24;185;29;15;38;50;36;19;35;52;112;79;12;11;8;8;15;25;33;39;825
Mg-Resende Costa;30;19;21;14;21;15;4;2;9;14;8;9;4;13;9;22;6;14;21;11;266
Mg-Resplendor;31;29;26;55;53;25;29;53;53;88;179;228;347;236;130;409;134;88;48;120;2361
Mg-Ressaquinha;3;0;0;0;10;17;94;56;16;26;34;23;16;16;16;13;13;13;14;0;380
Mg-Riachinho;0;0;0;0;0;0;0;0;0;0;0;2;9;0;1;1;0;0;0;0;13
Mg-Riacho dos Machados;348;357;255;229;255;332;18;50;39;1;3;20;15;55;0;0;0;2;46;0;2025
Mg-Ribeirao das Neves;1309;1104;840;898;1088;1258;1784;2309;2789;2724;2485;2272;1558;1243;1101;746;780;580;540;608;28016
Mg-Ribeirao Vermelho;14;7;9;4;2;3;2;14;6;15;68;2;3;6;7;1;1;2;1;3;170
Mg-Rio Acima;64;63;72;203;126;151;94;118;154;125;118;158;179;127;206;198;155;129;147;214;2801
Mg-Rio Casca;19;12;37;72;126;24;59;85;48;60;25;75;43;23;80;30;145;43;65;48;1119
Mg-Rio Doce;94;98;167;93;309;17;16;19;52;28;11;15;40;17;20;11;14;11;16;3;1051
Mg-Rio do Prado;0;0;0;0;0;0;0;0;0;18;3;5;13;150;0;0;0;0;0;0;189
Mg-Rio Espera;0;0;0;0;0;2;0;0;0;6;0;0;0;0;0;2;0;0;0;12;22
Mg-Rio Manso;25;25;25;21;18;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;117
Mg-Rio Novo;20;27;43;38;146;87;86;88;81;57;54;42;50;62;63;20;20;31;70;219;1304
Mg-Rio Paranaiba;16;17;52;29;24;40;40;59;112;58;49;64;49;12;1;7;17;0;2;3;651
Mg-Rio Pardo de Minas;4;6;4;0;2;7;12;13;10;17;13;27;25;29;6;8;0;1;1;2;187
Mg-Rio Piracicaba;110;12;12;14;12;95;29;269;70;56;9;64;16;41;55;8;25;26;5;27;955
Mg-Rio Pomba;55;72;74;89;86;111;73;170;159;142;121;92;49;65;37;52;31;15;21;34;1548
Mg-Rio Preto;11;13;16;17;29;21;21;0;0;2;0;8;1;4;7;11;9;3;2;0;175
Mg-Rio Vermelho;1;1;1;2;2;0;4;5;4;8;5;4;0;0;0;1;4;1;2;2;47
Mg-Ritapolis;45;50;64;39;45;31;38;25;27;30;12;12;9;30;3;4;3;4;4;5;480
Mg-Rochedo de Minas;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;3
Mg-Rodeiro;11;27;28;10;14;18;15;25;29;33;59;9;7;0;0;1;5;2;2;6;301
Mg-Romaria;2;2;1;1;0;0;1;0;0;1;0;0;1;25;0;0;0;0;0;0;34
Mg-Rosario da Limeira;2;4;5;8;12;8;4;8;2;9;6;103;0;0;0;0;0;0;0;0;171
Mg-Rubelita;0;0;0;0;0;0;63;0;1;0;0;0;0;0;0;0;0;0;0;0;64
Mg-Rubim;0;0;0;0;4;4;4;4;4;4;2;9;8;13;3;12;8;0;0;0;79
Mg-Sabara;431;351;281;483;643;643;719;679;588;491;588;764;648;360;249;439;491;312;464;795;10419
Mg-Sabinopolis;1;6;1;3;6;5;2;2;3;0;0;0;0;5;11;4;2;13;0;2;66
Mg-Sacramento;241;105;59;41;52;80;106;144;95;146;134;110;63;48;56;28;61;26;37;10;1642
Mg-Salinas;216;263;199;392;500;519;536;383;320;302;301;328;303;128;183;165;135;165;55;136;5529
Mg-Salto da Divisa;0;0;0;4;0;1;12;0;10;0;1;0;0;1;0;3;0;8;3;0;43
Mg-Santa Barbara;92;44;33;54;73;100;105;107;441;569;454;146;150;108;267;231;335;52;228;199;3788
Mg-Santa Barbara do Leste;25;7;8;14;19;9;0;1;1;1;9;0;0;0;0;0;0;0;0;0;94
Mg-Santa Barbara do Monte Verde;3;2;7;0;0;0;3;0;0;0;0;0;0;1;5;1;1;8;23;23;77
Mg-Santa Barbara do Tugurio;6;6;8;11;9;20;18;22;9;11;10;9;18;33;32;0;2;2;2;0;228
Mg-Santa Cruz de Minas;7;7;8;5;11;17;15;19;15;15;21;30;30;21;11;11;4;13;40;42;342
Mg-Santa Cruz de Salinas;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;0;0;0;7
Mg-Santa Cruz do Escalvado;271;33;86;73;0;0;1;0;0;0;0;0;0;0;0;0;1;90;484;740;1779
Mg-Santa Efigenia de Minas;2;2;1;1;37;35;11;13;21;11;0;28;0;0;0;0;0;0;0;0;162
Mg-Santa Fe de Minas;2;1;0;0;0;0;2;0;23;33;0;0;0;0;0;0;0;0;0;0;61
Mg-Santa Helena de Minas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Santa Juliana;8;2;10;5;6;3;10;26;45;39;43;42;31;39;19;21;65;37;7;4;462
Mg-Santa Luzia;1003;949;690;902;1110;1013;933;1054;1272;1182;1520;1083;1026;965;811;1078;625;793;757;1020;19786
Mg-Santa Margarida;4;3;1;3;2;3;14;41;32;23;38;9;4;1;2;1;2;3;1;3;190
Mg-Santa Maria de Itabira;10;45;21;13;12;22;1;7;8;7;4;12;5;0;0;0;1;1;1;21;191
Mg-Santa Maria do Salto;0;0;0;0;0;0;0;0;3;5;13;6;0;0;0;0;0;0;1;7;35
Mg-Santa Maria do Suacui;0;0;0;0;4;5;1;2;2;5;7;9;5;6;9;3;1;2;1;3;65
Mg-Santana da Vargem;36;31;18;22;22;16;3;10;6;13;3;17;5;34;10;6;13;4;0;4;273
Mg-Santana de Cataguases;0;0;2;0;2;2;4;2;4;11;13;10;0;0;0;0;0;6;15;4;75
Mg-Santana de Pirapama;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;4;0;0;0;8
Mg-Santana do Deserto;0;0;0;24;78;18;32;55;23;111;114;3;2;0;10;0;5;11;17;7;510
Mg-Santana do Garambeu;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3
Mg-Santana do Jacare;5;3;4;6;6;17;8;7;0;1;2;2;0;0;1;0;39;0;0;0;101
Mg-Santana do Manhuacu;4;3;6;7;9;11;7;7;7;8;2;20;14;2;18;0;0;0;0;0;125
Mg-Santana do Paraiso;204;235;145;124;107;129;319;226;233;164;202;167;114;108;281;172;80;71;133;61;3275
Mg-Santana do Riacho;16;14;12;13;13;14;13;16;14;18;14;13;18;0;14;18;21;0;0;0;241
Mg-Santana dos Montes;7;14;15;9;5;7;7;21;8;5;6;3;3;1;0;1;1;0;0;17;130
Mg-Santa Rita de Caldas;1;2;2;6;10;10;3;2;0;0;0;2;0;1;0;8;4;7;7;5;70
Mg-Santa Rita de Jacutinga;0;0;0;2;2;5;10;2;0;2;0;0;4;2;0;1;1;1;0;4;36
Mg-Santa Rita de Minas;14;10;1;2;5;8;10;7;10;6;8;11;0;4;2;0;4;3;2;5;112
Mg-Santa Rita de Ibitipoca;0;0;0;0;1;1;1;1;0;0;0;1;0;3;0;1;5;0;4;0;18
Mg-Santa Rita do Itueto;11;13;9;5;4;1;2;2;1;0;196;10;51;5;0;0;2;0;0;0;312
Mg-Santa Rita do Sapucai;385;312;306;278;264;367;254;335;298;378;286;293;322;292;404;395;137;235;149;171;5861
Mg-Santa Rosa da Serra;0;0;0;1;1;1;1;3;0;0;0;14;12;19;9;0;0;0;0;0;61
